	A1Huang	A2Du	A2Huang	A2Li	D10Udall	D5Paterson	D5Udall	D5Wang	F1Grover	G2Cai	Goano	Gosto
OG0057326											Goano.006G118900-1	
OG0057327											Goano.006G133600-2	
OG0057328											Goano.006G136200-1	
OG0057329											Goano.006G137900-1	
OG0057330											Goano.006G143600-1	
OG0057331											Goano.006G144400-1	
OG0057332											Goano.006G145000-1	
OG0057333											Goano.006G147300-1	
OG0057334											Goano.006G149500-1	
OG0057335											Goano.006G152500-1	
OG0057336											Goano.006G152900-1	
OG0057337											Goano.006G153400-1	
OG0057338											Goano.006G156200-1	
OG0057339											Goano.006G156300-1	
OG0057340											Goano.006G158500-1	
OG0057341											Goano.006G160700-1	
OG0057342											Goano.006G167100-1	
OG0057343											Goano.006G167900-1	
OG0057344											Goano.006G168300-1	
OG0057345											Goano.006G170400-1	
OG0057346											Goano.006G174600-1	
OG0057347											Goano.006G187100-1	
OG0057348											Goano.006G196900-1	
OG0057349											Goano.006G198700-1	
OG0057350											Goano.006G198800-1	
OG0057351											Goano.006G199000-1	
OG0057352											Goano.006G199300-1	
OG0057353											Goano.006G199500-1	
OG0057354											Goano.006G201200-1	
OG0057355											Goano.006G202000-1	
OG0057356											Goano.006G202600-1	
OG0057357											Goano.006G203500-1	
OG0057358											Goano.006G205400-1	
OG0057359											Goano.006G206400-1	
OG0057360											Goano.006G210100-1	
OG0057361											Goano.006G214000-1	
OG0057362											Goano.006G214900-1	
OG0057363											Goano.006G219300-1	
OG0057364											Goano.006G226700-1	
OG0057365											Goano.006G227800-1	
OG0057366											Goano.006G228200-1	
OG0057367											Goano.006G233000-1	
OG0057368											Goano.006G241700-1	
OG0057369											Goano.006G242200-1	
OG0057370											Goano.006G244500-1	
OG0057371											Goano.006G247900-1	
OG0057372											Goano.006G249500-1	
OG0057373											Goano.006G251600-1	
OG0057374											Goano.006G253500-1	
OG0057375											Goano.006G256000-1	
OG0057376											Goano.007G000200-1	
OG0057377											Goano.007G004800-1	
OG0057378											Goano.007G005100-1	
OG0057379											Goano.007G007400-1	
OG0057380											Goano.007G008400-1	
OG0057381											Goano.007G009900-1	
OG0057382											Goano.007G016000-1	
OG0057383											Goano.007G024200-1	
OG0057384											Goano.007G025100-1	
OG0057385											Goano.007G033700-1	
OG0057386											Goano.007G039400-1	
OG0057387											Goano.007G040100-1	
OG0057388											Goano.007G048300-1	
OG0057389											Goano.007G052600-1	
OG0057390											Goano.007G058100-1	
OG0057391											Goano.007G060200-1	
OG0057392											Goano.007G060600-1	
OG0057393											Goano.007G062400-1	
OG0057394											Goano.007G063800-1	
OG0057395											Goano.007G066800-1	
OG0057396											Goano.007G069200-1	
OG0057397											Goano.007G074700-1	
OG0057398											Goano.007G084200-1	
OG0057399											Goano.007G093200-1	
OG0057400											Goano.007G093400-1	
OG0057401											Goano.007G093700-1	
OG0057402											Goano.007G094600-1	
OG0057403											Goano.007G097000-1	
OG0057404											Goano.007G100100-1	
OG0057405											Goano.007G100900-1	
OG0057406											Goano.007G103100-1	
OG0057407											Goano.007G107100-1	
OG0057408											Goano.007G107500-1	
OG0057409											Goano.007G107600-1	
OG0057410											Goano.007G107700-1	
OG0057411											Goano.007G109800-1	
OG0057412											Goano.007G110200-1	
OG0057413											Goano.007G112700-1	
OG0057414											Goano.007G114700-1	
OG0057415											Goano.007G115100-1	
OG0057416											Goano.007G116600-1	
OG0057417											Goano.007G117900-1	
OG0057418											Goano.007G123300-1	
OG0057419											Goano.007G125200-1	
OG0057420											Goano.007G125700-1	
OG0057421											Goano.007G125900-1	
OG0057422											Goano.007G126800-1	
OG0057423											Goano.007G132300-1	
OG0057424											Goano.007G132800-1	
OG0057425											Goano.007G137200-1	
OG0057426											Goano.007G148200-1	
OG0057427											Goano.007G150200-1	
OG0057428											Goano.007G150600-1	
OG0057429											Goano.007G153500-4	
OG0057430											Goano.007G154400-1	
OG0057431											Goano.007G154700-1	
OG0057432											Goano.007G157500-1	
OG0057433											Goano.007G158300-1	
OG0057434											Goano.007G160100-1	
OG0057435											Goano.007G163500-1	
OG0057436											Goano.007G164000-1	
OG0057437											Goano.007G164100-1	
OG0057438											Goano.007G164300-1	
OG0057439											Goano.007G164700-1	
OG0057440											Goano.007G167500-1	
OG0057441											Goano.007G169400-1	
OG0057442											Goano.007G171600-1	
OG0057443											Goano.007G176200-1	
OG0057444											Goano.007G177600-1	
OG0057445											Goano.007G184300-1	
OG0057446											Goano.007G184700-1	
OG0057447											Goano.007G185500-1	
OG0057448											Goano.007G185600-1	
OG0057449											Goano.007G190500-2	
OG0057450											Goano.007G196800-1	
OG0057451											Goano.007G196900-1	
OG0057452											Goano.007G198300-1	
OG0057453											Goano.007G198400-1	
OG0057454											Goano.007G202500-1	
OG0057455											Goano.007G207300-1	
OG0057456											Goano.007G207700-1	
OG0057457											Goano.007G207900-1	
OG0057458											Goano.007G213500-1	
OG0057459											Goano.007G213700-1	
OG0057460											Goano.007G214500-1	
OG0057461											Goano.007G215800-1	
OG0057462											Goano.007G219100-1	
OG0057463											Goano.007G220000-1	
OG0057464											Goano.007G224700-1	
OG0057465											Goano.007G225500-1	
OG0057466											Goano.007G225700-1	
OG0057467											Goano.007G227800-1	
OG0057468											Goano.007G227900-1	
OG0057469											Goano.007G238900-1	
OG0057470											Goano.007G239800-1	
OG0057471											Goano.007G240600-1	
OG0057472											Goano.007G240700-1	
OG0057473											Goano.007G240900-1	
OG0057474											Goano.007G245600-1	
OG0057475											Goano.007G246700-2	
OG0057476											Goano.007G247100-1	
OG0057477											Goano.007G248500-1	
OG0057478											Goano.007G251700-1	
OG0057479											Goano.007G251900-1	
OG0057480											Goano.007G255500-1	
OG0057481											Goano.007G256000-1	
OG0057482											Goano.007G256500-1	
OG0057483											Goano.007G262700-1	
OG0057484											Goano.007G265600-1	
OG0057485											Goano.007G267300-1	
OG0057486											Goano.007G269100-1	
OG0057487											Goano.008G000100-1	
OG0057488											Goano.008G005300-1	
OG0057489											Goano.008G016700-1	
OG0057490											Goano.008G022300-1	
OG0057491											Goano.008G024500-1	
OG0057492											Goano.008G024600-1	
OG0057493											Goano.008G032300-1	
OG0057494											Goano.008G035900-1	
OG0057495											Goano.008G036200-1	
OG0057496											Goano.008G036300-1	
OG0057497											Goano.008G041300-1	
OG0057498											Goano.008G049200-1	
OG0057499											Goano.008G053100-1	
OG0057500											Goano.008G055500-1	
OG0057501											Goano.008G055800-1	
OG0057502											Goano.008G056000-1	
OG0057503											Goano.008G061800-1	
OG0057504											Goano.008G064800-1	
OG0057505											Goano.008G065200-1	
OG0057506											Goano.008G066400-1	
OG0057507											Goano.008G067600-1	
OG0057508											Goano.008G068400-1	
OG0057509											Goano.008G072100-1	
OG0057510											Goano.008G077100-1	
OG0057511											Goano.008G077200-1	
OG0057512											Goano.008G079600-1	
OG0057513											Goano.008G079900-1	
OG0057514											Goano.008G081300-1	
OG0057515											Goano.008G081800-1	
OG0057516											Goano.008G082100-1	
OG0057517											Goano.008G082400-1	
OG0057518											Goano.008G082700-1	
OG0057519											Goano.008G083100-1	
OG0057520											Goano.008G083200-1	
OG0057521											Goano.008G083700-1	
OG0057522											Goano.008G085500-1	
OG0057523											Goano.008G087300-1	
OG0057524											Goano.008G088900-1	
OG0057525											Goano.008G089000-1	
OG0057526											Goano.008G089100-1	
OG0057527											Goano.008G089800-1	
OG0057528											Goano.008G089900-1	
OG0057529											Goano.008G091500-1	
OG0057530											Goano.008G092200-1	
OG0057531											Goano.008G093100-1	
OG0057532											Goano.008G093900-1	
OG0057533											Goano.008G095100-1	
OG0057534											Goano.008G097600-1	
OG0057535											Goano.008G099500-1	
OG0057536											Goano.008G105200-1	
OG0057537											Goano.008G105300-1	
OG0057538											Goano.008G106100-1	
OG0057539											Goano.008G106800-1	
OG0057540											Goano.008G117200-1	
OG0057541											Goano.008G118900-1	
OG0057542											Goano.008G119700-1	
OG0057543											Goano.008G119800-1	
OG0057544											Goano.008G122200-1	
OG0057545											Goano.008G131900-1	
OG0057546											Goano.008G133000-1	
OG0057547											Goano.008G134300-1	
OG0057548											Goano.008G138900-1	
OG0057549											Goano.008G139000-1	
OG0057550											Goano.008G141400-1	
OG0057551											Goano.008G141500-1	
OG0057552											Goano.008G145900-1	
OG0057553											Goano.008G147400-1	
OG0057554											Goano.008G149700-1	
OG0057555											Goano.008G150200-1	
OG0057556											Goano.008G151500-1	
OG0057557											Goano.008G151600-1	
OG0057558											Goano.008G160500-1	
OG0057559											Goano.008G161600-1	
OG0057560											Goano.008G163600-1	
OG0057561											Goano.008G167200-1	
OG0057562											Goano.008G174300-1	
OG0057563											Goano.008G181000-1	
OG0057564											Goano.008G181100-1	
OG0057565											Goano.008G184900-1	
OG0057566											Goano.008G185800-1	
OG0057567											Goano.008G188000-1	
OG0057568											Goano.008G189400-1	
OG0057569											Goano.008G192600-1	
OG0057570											Goano.008G195300-1	
OG0057571											Goano.008G197300-1	
OG0057572											Goano.008G198800-1	
OG0057573											Goano.008G200000-1	
OG0057574											Goano.008G200200-1	
OG0057575											Goano.008G203600-1	
OG0057576											Goano.008G204600-1	
OG0057577											Goano.008G205400-1	
OG0057578											Goano.008G206200-1	
OG0057579											Goano.008G208800-1	
OG0057580											Goano.008G214000-1	
OG0057581											Goano.008G217500-1	
OG0057582											Goano.008G219200-1	
OG0057583											Goano.008G220400-1	
OG0057584											Goano.008G223100-1	
OG0057585											Goano.008G225100-1	
OG0057586											Goano.008G225900-1	
OG0057587											Goano.008G228300-1	
OG0057588											Goano.008G232500-1	
OG0057589											Goano.008G235200-1	
OG0057590											Goano.008G236200-1	
OG0057591											Goano.008G241900-1	
OG0057592											Goano.008G251200-1	
OG0057593											Goano.008G251300-1	
OG0057594											Goano.008G258400-1	
OG0057595											Goano.008G258500-1	
OG0057596											Goano.008G268300-1	
OG0057597											Goano.008G269500-1	
OG0057598											Goano.008G269600-1	
OG0057599											Goano.008G269900-1	
OG0057600											Goano.008G277000-1	
OG0057601											Goano.008G292700-1	
OG0057602											Goano.008G298800-1	
OG0057603											Goano.009G000100-1	
OG0057604											Goano.009G000200-1	
OG0057605											Goano.009G001900-1	
OG0057606											Goano.009G005600-1	
OG0057607											Goano.009G007300-1	
OG0057608											Goano.009G019000-1	
OG0057609											Goano.009G020900-1	
OG0057610											Goano.009G021200-1	
OG0057611											Goano.009G023800-1	
OG0057612											Goano.009G025800-1	
OG0057613											Goano.009G026600-1	
OG0057614											Goano.009G028100-1	
OG0057615											Goano.009G029100-1	
OG0057616											Goano.009G030500-1	
OG0057617											Goano.009G030800-1	
OG0057618											Goano.009G031200-1	
OG0057619											Goano.009G033200-1	
OG0057620											Goano.009G033300-1	
OG0057621											Goano.009G034500-1	
OG0057622											Goano.009G035900-1	
OG0057623											Goano.009G036300-1	
OG0057624											Goano.009G036400-1	
OG0057625											Goano.009G036900-1	
OG0057626											Goano.009G041600-1	
OG0057627											Goano.009G041700-1	
OG0057628											Goano.009G041900-1	
OG0057629											Goano.009G042600-1	
OG0057630											Goano.009G043900-1	
OG0057631											Goano.009G050300-1	
OG0057632											Goano.009G052400-2	
OG0057633											Goano.009G056500-1	
OG0057634											Goano.009G057000-1	
OG0057635											Goano.009G057100-1	
OG0057636											Goano.009G057400-1	
OG0057637											Goano.009G058200-1	
OG0057638											Goano.009G061200-1	
OG0057639											Goano.009G062300-1	
OG0057640											Goano.009G066100-1	
OG0057641											Goano.009G066400-1	
OG0057642											Goano.009G066600-1	
OG0057643											Goano.009G066900-1	
OG0057644											Goano.009G067700-1	
OG0057645											Goano.009G068600-1	
OG0057646											Goano.009G068900-1	
OG0057647											Goano.009G075200-1	
OG0057648											Goano.009G075700-1	
OG0057649											Goano.009G078000-1	
OG0057650											Goano.009G078100-1	
OG0057651											Goano.009G078700-1	
OG0057652											Goano.009G079500-1	
OG0057653											Goano.009G080100-1	
OG0057654											Goano.009G081600-1	
OG0057655											Goano.009G081700-1	
OG0057656											Goano.009G082200-1	
OG0057657											Goano.009G083500-1	
OG0057658											Goano.009G083700-1	
OG0057659											Goano.009G084200-1	
OG0057660											Goano.009G084300-1	
OG0057661											Goano.009G084700-1	
OG0057662											Goano.009G084900-1	
OG0057663											Goano.009G085800-1	
OG0057664											Goano.009G086300-1	
OG0057665											Goano.009G086400-1	
OG0057666											Goano.009G087200-1	
OG0057667											Goano.009G087400-1	
OG0057668											Goano.009G088200-1	
OG0057669											Goano.009G088300-1	
OG0057670											Goano.009G088600-1	
OG0057671											Goano.009G088700-1	
OG0057672											Goano.009G089000-1	
OG0057673											Goano.009G089100-1	
OG0057674											Goano.009G089600-1	
OG0057675											Goano.009G090600-1	
OG0057676											Goano.009G090700-1	
OG0057677											Goano.009G090900-1	
